target
0.00224333000369
0.00210599997081
0.00213738996536
0.00212555006146
0.00233184010722
0.00260569993407
0.00262429006398
0.00272162002511
0.0032866098918
0.00304783997126
0.00321396999061
0.00310907000676
0.00318609992974
0.00317699997686
0.00324621004984
0.00279703992419
0.00262421998195
0.00237297010608
0.00232521002181
0.00229882006533
0.00228914991021
0.00226309988648
0.00235666008666
0.00243813009001
0.00234969006851
0.00229767989367
0.00200578989461
0.00214619003236
0.0025658600498
0.00250007002614
0.0023377800826
0.0021887300536
0.0020426500123
0.00211267010309
0.00218472001143
0.00219934992492
0.00254028011113
0.00242867995985
0.00216290005483
0.00210928008892
0.00218977010809
0.00222455989569
0.00239049992524
0.00260965991765
0.00230030994862
0.00224658008665
0.00221192999743
0.00220405007713
0.00216880999506
0.00218406994827
0.00407677982002
0.00580766005442
0.00473106978461
0.00478929001838
0.00463030999526
0.00528152985498
0.00767502980307
0.0180939995
0.0200635009
0.0184336007
0.0373274982
0.0413872004
0.0469123982
0.0539586991
0.0488829985
0.0709078014
0.0463697016
0.0570629984
0.051742401
0.0417916998
0.0454731993
0.0413252003
0.0419735014
0.0431615002
0.0387956016
0.0452576987
0.052813299
0.0869889036
0.0947029963
0.17964499185000002
0.17964499185000002
0.17964499185000002
0.17964499185000002
0.17964499185000002
0.156468004
0.1367769986
0.1308269948
0.1129190028
0.1192189977
0.1031690016
0.0978967994
0.0763705969
0.0843096003
0.1108670011
0.088132903
0.0887240022
0.0856975988
0.0828094035
0.0740351006
0.0743203983
0.0736809969
0.0710550025
0.069426097
0.070875302
0.0667689964
0.0641198978
0.0544539988
0.0585630983
0.0460423008
0.0473382995
0.0460198
0.0389029011
0.0369712003
0.0389565006
0.0380475
0.047967501
0.0559413992
0.0485638008
0.047492899
0.0464826003
0.0467486009
0.0484566018
0.0530816019
0.0549136996
0.0553109013
0.0527004004
0.0520741008
0.0482348986
0.0461460985
0.0435517989
0.0456080996
0.0416028984
0.0428935997
0.0430992991
0.0464051999
0.0492249988
0.0564742982
0.0527371988
0.049674999
0.0479048006
0.0476263016
0.0448988006
0.0395944007
0.0374023989
0.0381824002
0.0393205993
0.0395082012
0.0371221006
0.0363229997
0.0311901998
0.0312446002
0.0303093009
0.0293866992
0.0329947993
0.0403538011
0.0400394015
0.0390769988
0.0411373004
0.0529887006
0.0496121012
0.0464476012
0.0461320989
0.0495054014
0.0506095998
0.0456091985
0.0429711007
0.0348417982
0.035755001
0.0358266011
0.0351583995
0.0501305982
0.0441052988
0.0381503999
0.0386844017
0.0379860997
0.0371687002
0.0374930985
0.0398701988
0.0432256982
0.0415146984
0.043278899
0.0439027995
0.0433999002
0.0475212
0.0518069007
0.0536732003
0.0566193014
0.0545097999
0.0585455
0.0774687007
0.0813923031
0.0745659024
0.0791542009
0.084222801
0.0903306007
0.1011969969
0.0942789987
0.093037799
0.0914380997
0.0888665989
0.0908747017
0.0870980024
0.0849656984
0.0860354006
0.0829792023
0.0816086009
0.0772091001
0.0716359988
0.0770108029
0.0761084035
0.0736192986
0.0721831992
0.0734416991
0.0695296973
0.0705640987
0.0781965032
0.0847280994
0.0832113996
0.0766960979
0.074386701
0.0732788965
0.076324597
0.0734509006
0.0707501024
0.0659437031
0.0680833012
0.0640015975
0.061604701
0.063237302
0.0633962005
0.0624877997
0.060823299
0.0606495999
0.0603487007
0.0587912016
0.0592207015
0.0571379997
0.0491157994
0.0488128997
0.0444075987
0.0457316004
0.0460737012
0.043685101
0.0436048992
0.0456781983
0.0511065982
0.049645301
0.0501805991
0.0489327013
0.0447209999
0.0443384983
0.0435041003
0.0424490012
0.0396899991
0.0397058018
0.0376206003
0.0400017984
0.0387194008
0.0404670015
0.0407393016
0.0402403995
0.0397670008
0.037925899
0.0383335985
0.0385884009
0.0371644013
0.0360560007
0.0345321
0.0335703008
0.0344551988
0.0338293985
0.0349540003
0.0375207998
0.0405469015
0.0430765003
0.0394571014
0.0379026011
0.0363130011
0.0363398008
0.0361105986
0.0388748012
0.0387790985
0.038509801
0.0370451994
0.0368683003
0.0405492
0.0394225
0.0364984
0.0340354
0.0333242
0.0316586
0.0311832
0.0306419
0.0310271
0.0299814
0.0278308
0.0265025
0.026085
0.0238713
0.0231826
0.0230586
0.0195182
0.0208391
0.0200533
0.0233598
0.0245515
0.0228104
0.0227055
