timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2018-12-31T00:00:00.000Z";"2018-12-31T23:59:59.999Z";"2018-12-31T00:13:10.000Z";"2018-12-31T22:21:10.000Z";"2781";0.0199731029;0.0200010004;0.0188260307;0.0188260307;65808387.97;1254466430.84772;"2018-12-31T23:59:59.999Z"
"2018-12-30T00:00:00.000Z";"2018-12-30T23:59:59.999Z";"2018-12-30T11:34:09.000Z";"2018-12-30T01:09:13.000Z";"2781";0.0200462142;0.0204424283;0.0197086258;0.0199470453;71517430.28;1329143863.29708;"2018-12-30T23:59:59.999Z"
"2018-12-29T00:00:00.000Z";"2018-12-29T23:59:59.999Z";"2018-12-29T00:20:09.000Z";"2018-12-29T23:59:03.000Z";"2781";0.0208890835;0.0210276863;0.0200039612;0.0200039612;97614432.7;1332915269.41154;"2018-12-29T23:59:59.999Z"
"2018-12-28T00:00:00.000Z";"2018-12-28T23:59:59.999Z";"2018-12-28T19:33:12.000Z";"2018-12-28T01:50:10.000Z";"2781";0.0185123981;0.0210183355;0.0181466279;0.0208680357;125947732.66;1390471113.38469;"2018-12-28T23:59:59.999Z"
"2018-12-27T00:00:00.000Z";"2018-12-27T23:59:59.999Z";"2018-12-27T01:08:13.000Z";"2018-12-27T23:29:09.000Z";"2781";0.0204367691;0.0205273327;0.0183934518;0.0184876282;101383039.45;1231854129.76525;"2018-12-27T23:59:59.999Z"
"2018-12-26T00:00:00.000Z";"2018-12-26T23:59:59.999Z";"2018-12-26T03:48:10.000Z";"2018-12-26T15:05:12.000Z";"2781";0.0200107332;0.0209199672;0.0195932338;0.0204474672;126978262.57;1362422619.46337;"2018-12-26T23:59:59.999Z"
"2018-12-25T00:00:00.000Z";"2018-12-25T23:59:59.999Z";"2018-12-25T00:03:16.000Z";"2018-12-25T04:04:09.000Z";"2781";0.0210572555;0.0210572555;0.0187235344;0.0200075598;134753601.5;1333092748.9704;"2018-12-25T23:59:59.999Z"
"2018-12-24T00:00:00.000Z";"2018-12-24T23:59:59.999Z";"2018-12-24T07:13:12.000Z";"2018-12-24T19:35:14.000Z";"2781";0.0209079426;0.0236714287;0.0206889846;0.0210698832;189212251.33;1403852882.78541;"2018-12-24T23:59:59.999Z"
"2018-12-23T00:00:00.000Z";"2018-12-23T23:59:59.999Z";"2018-12-23T12:11:13.000Z";"2018-12-23T15:11:14.000Z";"2781";0.0210357696;0.0219998712;0.0206211732;0.0209110346;137162933.8;1393248733.55969;"2018-12-23T23:59:59.999Z"
"2018-12-22T00:00:00.000Z";"2018-12-22T23:59:59.999Z";"2018-12-22T09:39:16.000Z";"2018-12-22T02:35:14.000Z";"2781";0.0200307204;0.0213921746;0.0186895604;0.020966407;205134522.63;1396919541.73435;"2018-12-22T23:59:59.999Z"
